Submission id,id,Started at,Reviewed at,Total approvals,Siblings,Age,Sex,female,Ethnicity,Countryofbirth,Country of residence,Nationality,Language,Student status,Employment status,session,IPAddress,Duration,Treatment,control,t1,t2,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q6 Comp,Action1,blue,Advice1,timer action 1_First Click,timer action 1_Last Click,pagetimerSH,timer action 1_Click Count,Dnorm1,Snorm1,Comp2,Action2,Advice2,Timer action 2 _First Click,Timer action 2 _Last Click,pagetimerPGG,Timer action 2 _Click Count,DNorm2,SNorm2,Comp3,Action3,Advice3,Timer action 3 _First Click,Timer action 3 _Last Click,pagetimerDic,Timer action 3 _Click Count,DNorm3,SNorm3,Lotteries,risktolerance,wealth,poor,lowerincome,describe kinship ,sibling ,hassibling,Kin,closeness,Service,kin2,close2
6459788ed67dca7f0030fcf4,5f3ba39206b3218cf379659d,2023-05-08T22:32:52.047000Z,2023-05-09T02:22:32.307000,491,No,50,Female,1,White,United States,United States,United States,English,No,Unemployed (and job seeking),2,75.172.49.68,447,c,1,0,0,R_PZYnpEebiKRbdS1,47.6674,-122.3701,EN,50 tokens,Blue,1,Have fun and think about what would make this experience most enjoyable for the other person!,6.199,10.985,25.567,2,Yellow,none,125 Tokens,100,"By adding the most tokens possible, you can earn even more tokens! It would be wonderful to share success with your other player.",4.152,10.036,46.981,2,50,100,80 tokens,30,"Since B doesn't have any choice in what happens, it would be kind to keep things fair. Therefore I think you should share half of your tokens with B. Then everyone gets to have an enjoyable experience!",5.737,14.03,50.007,3,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,"Kinship means a common way of seeing things, or a goal.",No,0,,,No,,
6459974a5b065a2968f6e1ab,607cd369232ae6802aae703f,2023-05-09T00:43:54.954000Z,2023-05-09T02:22:33.271000,423,No,43,Female,1,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,1,148.63.154.139,483,c,1,0,0,R_2YFIoR1IIzViF4c,41.2116,-8.278,EN,50 tokens,Blue,1,The best choice would be the one that pays the most. That way both parties will benefit from the study. ,3.034,42.844,58.712,3,Yellow,Blue,125 Tokens,50,What we donate grows in the public fund and what we don't stays with us. So it would be better to donate half and keep half.,4.06,42.267,42.625,3,10,50,80 tokens,30,"In my opinion, since I was in a position that had to decide how much the other person has, I shared equally.",4.566,5.516,32.779,2,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Kinship is when you have a person that you identify with. It could be because you have one thing in common (same class or sport team) or even that you went through the same situation (both almost downed or neither have a dad).,No,0,,,No,,
64596662e6c7533fc5d79343,5f44a14dc9c379248aa705a9,2023-05-08T21:15:14.219000Z,2023-05-08T21:50:32.473000,419,No,21,Female,1,Asian,China,Germany,China,Chinese,Yes,Part-Time,1,95.223.72.61,467,c,1,0,0,R_enu6eCiakEqfsNb,50.16,8.6333,EN,50 tokens,Blue,1,"If each of us played Blue, then we get a profit-maximizing outcome.",0.946,2.051,44.038,2,Blue,Yellow,125 Tokens,10,"We should contribute as much as possible; however, I do not know exactly how the counterpart reacts. So contribute as few as possible.",7.158,62.79,66.69,3,0,50,80 tokens,0,"If I were A, then I just choose what is best for me. In this case, 0.",4.182,20.929,26.018,3,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,"Family. This can be hardly changed. Once a family, we are together forever.",No,0,,,No,,
6459918c751c68a50abae7f1,5f8cfa7c9d47214a4b02c17d,2023-05-09T00:19:28.064000Z,2023-05-09T01:51:23.578000,843,No,20,Female,1,White,United States,United States,United States,English,Yes,Part-Time,2,75.143.121.219,256,c,1,0,0,R_2t2SDhVR76Ga5G6,33.2937,-86.7672,EN,50 tokens,Blue,1,"Hi! I would advise you to pick blue. If we both pick blue, we can both get 100 points. That's the best way to get the maximum points.",2.531,37.859,38.548,3,Yellow,Blue,50 Tokens,50,I decided to contribute half my tokens. That seemed like the fairest choice.,4.663,31.005,31.701,4,50,50,80 tokens,50,"I decided to allocate half my tokens. That seemed like the fairest choice. That way, we split the tokens evenly.",4.354,30.385,30.971,3,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Kinship is loyalty to people you view as family.,No,0,,,No,,
64596853e9ce1589664ac20f,56e55e5cb2093a000c4f107c,2023-05-08T21:23:37.109000Z,2023-05-08T21:50:35.668000,751,No,54,Female,1,White,United States,United States,United States,English,No,Full-Time,2,24.184.237.119,794,c,1,0,0,R_VR9zNVA3aysbg8F,41.7171,-73.9926,EN,50 tokens,Blue,1,Future players should consider that if both players choose blue you’ll both get more. Choosing yellow may guarantee 50 tokens but working together gives you more. Trust the other person to pick blue with you for a better pay out of tokens. ,1.667,23.904,103.047,10,Yellow,Blue,100 Tokens,50,Adding half to the public fund is a good choice. You can keep half just incase and add the other half to possibly gain more tokens.,4.327,108.711,170.458,37,50,100,80 tokens,50,If you want to keep all of the token for yourself pick 0 tokens. If you want to be fair pick 50 and split it. If you want to be generous give them all 100 leaving none for yourself ,5.677,18.206,81,9,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Kinship means means family or relatives close to you ,No,0,,,No,,
64596598dba14c5caef6e175,616941e2910d62ddef355fe6,2023-05-08T21:11:58.044000Z,2023-05-08T21:50:30.123000,52,No,20,Female,1,Asian,China,Netherlands,China,Chinese,Yes,Part-Time,1,82.217.147.8,1013,c,1,0,0,R_BsupD06rP59SCuB,52.3111,4.861,EN,50 tokens,Blue,1,"If both players choose blue, the payoff for both is the highest, because it is difficult to ensure that the other player does not choose blue. If you choose yellow and the other player chooses blue, you will lose the payoff. Therefore, choosing blue together is the only correct choice.",3.351,89.498,90.789,2,Yellow,Blue,125 Tokens,40,"If I contribute fewer tokens, my principal will be larger, and if my counterpart contributes more, they will receive a larger share of the income. However, if neither of us contributes, we both only have 100 tokens, and if I contribute 50 tokens while my counterpart contributes nothing, I will lose money. If I contribute 20 tokens and my counterpart also contributes 20 tokens, we will each receive 30 tokens. If I contribute 40 tokens, my counterpart only needs to contribute at least 30 tokens.",31.459,127.167,130.618,5,50,50,80 tokens,30,"I don't know how much A will allocate to me if I am in Role B, but I think taking 30% from the 100 tokens is acceptable.If I am Role B and receive nothing, I will feel unhappy, but in reality, if Role A allocates 20 or 30 tokens out of 100, it won't make much difference for them.",8.877,107.345,111.459,3,10,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1," Responsibility, love, contradiction, concern.",No,0,,,No,,
64597e89fbe5d9840caf997e,63ebc2bce05579ac6b13affc,2023-05-08T22:59:23.233000Z,2023-05-09T02:22:32.516000,84,No,32,Female,1,Asian,China,New Zealand,New Zealand,Chinese,No,Full-Time,1,203.211.73.135,683,c,1,0,0,R_OwWrzVVpOch3KCt,-36.885,174.7282,EN,50 tokens,Blue,1,"I try to maximise our returns, so I choose Blue. I might not get it, but I tried my best",1.932,62.948,79.347,10,Yellow,Blue,125 Tokens,100,"I hope my partner will do the same to maximise our returns. This isn't a real thing, so we can be a bit more selfless.",2.922,80.741,121.858,7,100,100,80 tokens,0,"This is my money, why do I want to give any of it to B. I think everyone will keep the 100 tokens to themselves.",3.147,8.483,51.181,10,0,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,"Looking after each other, helping each other.",No,0,,,No,,
66a1189de62060cb57828c78,5c01d3c509e9c70001500b10,2024-07-24T15:07:13.705000Z,2024-07-24T16:33:36.878000Z,4368,No,33,Female,1,Asian,China,Canada,Canada,Chinese,No,Full-Time,1,70.73.236.57,663,c,1,0,0,R_2xWUz73kFmuR2Wx,51.0406,-114.0764,EN,50 tokens,Blue,1,"If both choose blue, each will get 100. In my opinion, this will maximise the earnings for each. It is also the safest way, as it will guarantee both get paid. ",11.265,73.601,94.932,10,Blue,Blue,125 Tokens,100,"The more you contribute, the more public fund grows. Therefore, if everyone contributes all they have, the public fund will reach maximum.",20.87,24.829,121.042,7,100,100,80 tokens,0,"The more you allocate to B, the less you have to yourself. Depending on how much you care about B, you can allocate accordingly. ",4.398,5.451,47.479,3,0,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,family ,No,0,,,No,,
66a11341e1b6bf572b807796,65c10d172e5146577fd1a779,2024-07-24T14:44:37.800000Z,2024-07-24T16:34:07.588000Z,348,No,46,Female,1,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2,98.229.61.169,558,c,1,0,0,R_83cPEwumyStjHIR,42.2463,-70.9972,EN,50 tokens,Blue,1,"This interaction is a variation of a game most commonly called ""the prisoner's dilemma"", in which each player has the opportunity to act cooperatively or selfishly. In the classic version, if both players act selfishly, they get very little reward, and if one player is selfish, they get a large reward at the expense of the other player. However, if both players cooperate, they get a lesser reward than either would get selfishly, but a greater reward than if they are both selfish. In this game, the reward for collaborating with each other is better than being selfish, so you should default to collaboration (""blue""). However, if the other player does not do this, feel free to act selfishly (""yellow"") to make sure you get something next time!",1.29,113.699,235.98,7,Blue,Blue,125 Tokens,100,"This is another game in which everyone playing collaboratively reaps greater rewards for all players. It is best if everyone contributes most or all of their tokens, as these will be multiplied and returned to you. Don't be selfish and everyone will come out on top!",3.217,8.776,75.502,2,50,100,80 tokens,50,"It's important to be fair and just. We're all here playing these games because we need the compensation, small though it may be. Don't screw over your fellow worker for fifty measly cents!",5.466,66.113,68.961,4,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,the relations between all beings,No,0,,,No,,
66a10ee8f7eb94ad3875abf2,601fe0de101ae05414812f4d,2024-07-24T14:25:49.918000Z,2024-07-24T16:33:00.097000Z,1850,No,28,Female,1,White,United States,United States,United States,English,No,Full-Time,5,173.174.196.140,612,c,1,0,0,R_1CxecPwlLNbOEMP,29.4227,-98.4927,EN,50 tokens,Blue,1,"I feel like you just go with your gut here and choose what you want. I could try and think about what the other player might think or do, but why? Just choose what you want and let fate take over. ",2.254,4.642,59.635,2,Blue,Yellow,100 Tokens,50,"I think here you have to donate. If you are blessed you have to now be a blessing. Choose your color that you feel is right, choose the donation amount and move forward. But be a blessing in some way. ",3.986,6.92,50.19,3,50,50,80 tokens,40,This is a tough one. As this moves forward I find myself wonder more about what is going on and being studied that what I should allocate and things. Had to stay focused. But I think you should always be fair and donate. ,5.598,7.44,48.895,2,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,A family relationship. Doesnt have to be blood for me even though that is its true meaning,No,0,,,No,,
66a1122bdfe500ceaad1f504,6630f09152503f6a1c3130c6,2024-07-24T14:44:01.261000Z,2024-07-24T16:34:06.074000Z,45,No,22,Female,1,White,Latvia,Latvia,Latvia,Latvian,No,Unemployed (and job seeking),1,212.3.195.16,599,c,1,0,0,R_3EviaIe1wKcLTzQ,56.9496,24.0978,EN,50 tokens,Blue,1,"Risk it if you want to gamble and choose blue. I don't trust my decision but I have faith that the other player could be a gambler and could choose blue just like I did. I believe other player wants to receive as much points as possible, just like I do.",2.999,23.815,82.078,9,Yellow,Blue,100 Tokens,50,I don't think it's safe to contribute more than 50. I don't trust people to be as free to contribute that more than that. People tend to be greedy.,6.798,33.452,78.091,10,45,70,80 tokens,50,It's your choice. I went with 50 tokens cause I want to be fair to the other player. I don't think you should allocate more than 65 tokens cause the other player might turn on you.,1.596,84.078,84.345,7,25,50,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,Kinship means supporting your family emotionally and in certain situations monetary and acknowledging that you're a part of it. To trust your family and love them.,No,0,,,No,,
66a111b01ae0227a36879ac7,667ad8ea6615048ae2895ebf,2024-07-24T14:37:48.645000Z,2024-07-24T16:33:34.213000Z,66,No,41,Female,1,White,United States,United States,United States,Spanish,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)",2,66.76.37.82,257,c,1,0,0,R_22xB2Kcw4EITaty,30.6032,-96.3136,EN,50 tokens,Blue,1,Go for what gives you the most tokens if possible. Don't pick yellow because it giv es you less,2.003,25.604,35.997,4,Blue,none,100 Tokens,30,I'm not sure what the best strategy is for this one. Maybe try going for around the middle to get the m ost back?,4.276,17.679,33.648,4,50,50,80 tokens,10,"Give what you feel in this one. There is no wrong or right answer, so trust your gut",7.344,8.443,24.148,2,0,50,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,famililal-feeling bond,No,0,,,No,,
645987e47a27118c41232bee,55d7e6f669dbc30012b6826e,2023-05-08T23:38:17.087000Z,2023-05-09T01:51:21.598000,3848,No,66,Female,1,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,1,88.110.168.152,1086,c,1,0,0,R_325zhjdhWABOLaO,53.3793,-1.4602,EN,50 tokens,Blue,1,Take a risk and choose the colour of the sky to get the best pay off.,13.319,99.237,100.619,5,Yellow,Yellow,100 Tokens,60,I left a good amount of 40 tokens in my fund while doubling 60 to make a total of 160,13.74,166.861,168.553,8,50,70,80 tokens,50,i am giving b 50 tokens as it is half my original number of tokens. It seems fair to leave 50 for myself and give 50 to the other player.,8.567,172.001,173.425,4,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"kinship means identifying with the people around you and sharing values, moral feelings and exercising honour and respect to those around you.",No,0,,,No,,
6459659f1684c2f2c76afdef,582a0f48429e67000168cef9,2023-05-08T21:12:02.086000Z,2023-05-08T21:50:30.397000,344,No,32,Female,1,Other,United States,United States,United States,English,No,Full-Time,5,45.19.54.154,478,c,1,0,0,R_1MY5fViLe51uJcr,30.4421,-97.6339,EN,50 tokens,Blue,1,"I'm under the assumption both people know the rules, if both choose blue, both get the maximum outcome. This is the beneficial option.",1.811,2.957,46.598,2,Blue,Blue,125 Tokens,50,It would be best to donate the full amount to get the maximum return. Trust your instincts.,4.457,15.321,49.176,4,50,100,80 tokens,25,You can absolutely take the maximum as it is your choice to make. Just know the other person would appreciate a return. I believe a minimum of 25% should always be given in this scenario.,8.975,14.413,73.763,4,20,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,Kinship means the family and friends you have around you. It can be whoever you feel connected to on a personal level.,No,0,,,No,,
645991d2ea045e92dbf54968,5b0c65c11e55760001b96e90,2023-05-09T00:20:36.608000Z,2023-05-09T01:51:23.855000,3673,No,50,Female,1,White,Poland,Poland,Poland,Polish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1,46.205.128.143,960,c,1,0,0,R_1OqtAi2Wsj54gFw,53.4286,14.5475,EN,50 tokens,Blue,1,"Both players picking blue would maximize their gain, so it is preferred choice",2.481,98.938,99.804,9,Blue,Blue,125 Tokens,100,Giving maximum amount to public fund and counting on other player to do the same would maximize gains for both players,4.073,9.987,54.838,2,50,100,80 tokens,50,"There is no best choice, dividing in half would be fair but it's up to one's sensibilities ",3.675,83.013,85.52,15,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"It's type of relation that is not defined by interactions, but familiarity, closeness, being like-minded or being able to relate",No,0,,,No,,
6459f5f5c8857f1995f598e3,5db85ef927db78000dcd3d5c,2023-05-09T07:27:52.792000Z,2023-05-09T14:11:48.403000,518,No,28,Female,1,White,United States,United States,United States,English,No,Unemployed (and job seeking),2,96.60.233.217,970,c,1,0,0,R_22Q59PfuSni4f5K,40.3348,-104.9238,EN,50 tokens,Blue,1,"If you want guaranteed money, pick yellow. If you want to take a risk and don't care about losing 50 cents, choose blue. I would recommend taking yellow though because people tend to look out for themselves.",2.676,56.556,57.204,5,Yellow,none,125 Tokens,100,"Donate as much as you are willing to lose to the fund. If you really want to try for a big payout, donate it all. If ",1.764,15.812,150.614,6,50,100,80 tokens,0,"If you want to maximize your earnings, donate nothing. If you want to be fair, allocate 50 tokens. If you want to be generous, allocate more than 50 tokens.",1.911,3.48,124.453,3,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"It means camaraderie, bonhomie and bloodhood.",No,0,,,No,,
645990aa5b0505ac3a8d6f95,5ebce13c139d7400088934fe,2023-05-09T00:15:45.366000Z,2023-05-09T01:51:23.048000,79,No,19,Female,1,White,United States,United States,United States,English,No,DATA_EXPIRED,2,184.4.83.216,582,c,1,0,0,R_R2bBiN31v8Xx5v3,37.2117,-93.299,EN,50 tokens,Blue,1,"If you want to earn more, then choose blue. If everyone chooses blue, then everyone earns more. There isn't an incentive to choose yellow. ",2.551,98.092,100.723,9,Blue,Blue,125 Tokens,100,"If all particpants were smart, then all of them would contribute the max amount to the publica fund. However, if stupid people are particpating, then they won't contribute.",2.799,77.483,80.088,6,0,100,80 tokens,0,Decide how charitable you want to be. You can decide if you want to share tokens or not. There is no right or wrong choice.,3.532,48.355,49.197,3,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,a feeling of closeness to others,No,0,,,No,,
6459667b7071a407184e6e37,5fcc24a22987de29caf1c5c3,2023-05-08T21:15:39.294000Z,2023-05-08T21:50:33.394000,323,No,24,Female,1,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,4,109.48.224.242,1186,c,1,0,0,R_1CvgCQLYKGlX33c,38.6821,-9.162,PT,50 tokens,Blue,1,I think you should choose blue all the time so you have a chance to maximize the profit,1.785,53.078,84.292,2,Blue,Blue,100 Tokens,100,I think you should always think the best about the other player and go all in ,2.452,119.643,140.905,3,100,100,80 tokens,50,"try to allocate 50 points so it's even for everyone, and no one gets 0 points ",1.533,312.607,318.442,13,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,parents tree,No,0,,,No,,
