submissionid,id,startedat,reviewedat,totalapprovals,age,female,countryofbirth,countryofresidence,nationality,language,studentstatus,employmentstatus,session,ipaddress,duration,treatment,control,t1,t2,responseid,locationlatitude,locationlongitude,userlanguage,q6comp,action1,advice1,timeraction1_firstclick,timeraction1_lastclick,pagetimersh,timeraction1_clickcount,dnorm1,snorm1,comp2,action2,advice2,timeraction2_firstclick,timeraction2_lastclick,pagetimerpgg,timeraction2_clickcount,dnorm2,snorm2,comp3,action3,advice3,timeraction3_firstclick,timeraction3_lastclick,pagetimerdic,timeraction3_clickcount,dnorm3,snorm3,lotteries,risktolerance,wealth,poor,lowerincome,describekinship,sibling,hassibling,kin,closeness,service,kin2,close2,black,asian,mixed,student,blue,bluednorm,bluesnorm,ethnicity,sex,treatments,onlychild
6459657701cccc388997d282,6141f1c57dbab0f64c61ef47,2023-05-08T21:11:26.309000Z,2023-05-08T21:50:40.172000,229,53,0,Kazakhstan,Czech Republic,Czech Republic,English,No,Full-Time,1,80.95.253.26,421,1,0,1,0,R_2S0TChwp6N91mnj,50.080502,14.467,EN,50 tokens,Blue,You should always choose blue because both players can win max tokens,5.527,5.527,21.393999,1,Blue,Blue,125 Tokens,40,"You should contribute less tokens if you want to have more tokens in the end, you save more and you also get to receive more from the fund if other people contribute to the public fund",8.2819996,13.849,50.299999,4,30,50,80 tokens,33,"You can maximize your earning by allocating less to Role B. Of course you can allocate 0 to the Role B, just depends how much you want to have by the end.",5.2600002,40.971001,67.720001,6,3,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,brotherhood,Yes,1,I have a brother/brothers,8,No,,,0,1,0,0,1,1,1,Asian,Male,1,0
6459996214bd56fe0d70ab96,62fc68b4f44b013950b67b11,2023-05-09T00:52:53.176000Z,2023-05-09T01:51:36.589000,1449,29,0,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2,102.32.134.253,545,1,0,1,0,R_23vfs5LFJeVK8tD,-33.9506,25.622801,EN,50 tokens,Blue,"Play as if the other person is your friend, try to acquire as much wealth for both",4.4169998,48.924999,56.901001,5,Blue,Blue,125 Tokens,50,"Play neutral, do not try to gain advantage over the other player. There is no benefit in getting more tokens than the other player, and just makes the other player dislike you",5.869,73.272003,74.353996,6,50,50,80 tokens,0,"Nobody gains or loses if no points are moved. If there's an option to pick zero, so that the split between you and your partner remains fair, always select it.",2.5339999,8.3780003,70.699997,4,0,40,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,"To treat others the way you would want to be treated, and by extension, not to allow others to treat you the way you would not treat them. Kinship is all about fairness and awareness of yourself and those around you.",Yes,1,I have a brother/brothers,9,No,,,0,0,1,1,1,1,1,Mixed,Male,1,0
66a1106ea0aa325016b017f2,64f3371577d48ca1a8928814,2024-07-24T14:32:21.249000Z,2024-07-24T16:31:51.689000Z,112,21,0,United States,United States,Korea,English,Yes,Full-Time,2,184.55.46.140,372,1,0,1,0,R_77Ne1h6foFwIeuz,42.579102,-88.449997,EN,50 tokens,Blue,"Think of equality and kindness. How you would like to be treated the same, and as an added bonus, both comes out better.",3.885,18.280001,52.036999,3,Blue,Blue,100 Tokens,50,Think of growth and investment. Put faith that others will prioritize that.,4.8049998,42.977001,43.244999,7,50,50,80 tokens,50,Fairness is an oft undervalued feeling that usually comes out better in the end. Either guilt or chance for bigger payoffs. Concern for a fellow human is also admirable.,2.26,66.367996,67.863998,7,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,Family; defending and protecting your people,Yes,1,"I have both, brother(s) and sister(s)",8,No,,,0,1,0,1,1,1,1,Asian,Male,1,0
66a11c20fb12b350347d06db,5f171e9023611c038f0bd539,2024-07-24T15:22:12.091000Z,2024-07-24T16:33:29.989000Z,3635,35,1,Canada,Canada,Canada,English,No,Other,3,47.54.184.68,526,1,0,1,0,R_1Sej6DJ8qQKAi0Q,45.2701,-66.063599,EN,50 tokens,Blue,"I think it's worthwhile to trust your partner. It's low stakes so it's worth taking that chance that they see this situation the same way that you do. So, I say trust!",2.575,2.575,65.800003,1,Blue,Blue,50 Tokens,100,"In this case, it's again useful to trust that your partner wants to maximize the profit for each of you. I assume we're being told about siblings because those of us with siblings are told to share. And maybe that's true. It is for me, and could be for you too.",7.1300001,18.726999,94.487999,4,50,100,80 tokens,50,"I think it's best to share equally, especially since there is a power inequality in this choice. Choosing anything less than 50 is immoral and choosing more than 50 is unnecessary.  Again, it's trust and there is a good reason for trust, even if only to do the right thing.",7.5300002,9.0799999,82.668999,2,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,"It means that there is a close relationship, perhaps directly familial, with another person.",Yes,1,I have a sister/sisters,7,No,,,0,0,0,0,1,1,1,White,Female,1,0
66a11c3ade53de81fa7bb7fe,5de2e977c0049d31a113991a,2024-07-24T15:22:38.517000Z,2024-07-24T16:33:30.465000Z,3207,57,0,United States,United States,United States,English,No,Full-Time,4,148.78.95.5,505,1,0,1,0,R_2Q8XGIpnC8jmZgZ,38.631302,-90.614098,EN,50 tokens,Blue,I would say Always pick blue for both Sure to increase your odds at a higher payout. Since everyone knows blue increases payout,2.5150001,25.372,41.958,2,Blue,none,50 Tokens,50,My thought is again everyone should assume the that using the higher amount makes it best for everyone and go with that!,7.6420002,9.0819998,37.722,2,50,50,80 tokens,50,"I feel since this is not a loss, it is easy to say to share the tokens out so everyone wins.",4.0009999,5.7649999,31.940001,2,20,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,Feeling close to people ,Yes,1,I have a brother/brothers,5,No,,,0,0,0,0,1,1,0,White,Male,1,0
66a110bd2842135aaa8a070a,652562351c24ca0af72c5708,2024-07-24T14:33:33.178000Z,2024-07-24T16:31:53.855000Z,183,24,0,United States,United States,United States,English,Yes,Part-Time,3,71.62.35.210,590,1,0,1,0,R_3dsJyBJCLePWjRt,37.453201,-79.1091,EN,50 tokens,Blue,honestly teamwork is the best way to go about these things. Have a positive attitude about everything. Finally have fun with this part.,20.851999,20.851999,80.560997,1,Blue,Blue,100 Tokens,40,Always be willing to help somebody out. Good things will come your way.,8.5150003,47.304001,47.740002,4,30,52,80 tokens,80,Show people kindness. Good things come back to kind people.You never know what kindness can do for somebody. It can go a long ways.,11.442,57.664001,81.083,4,38,70,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,being kind to people,Yes,1,I have a brother/brothers,2,No,,,0,0,0,1,1,1,1,White,Male,1,0
66a10fd82f8455acd33a9dce,65fc096ab8c39d538313e8bc,2024-07-24T14:29:56.084000Z,2024-07-24T16:31:49.433000Z,42,27,0,South Africa,South Africa,South Africa,Other,No,Full-Time,3,41.122.8.147,1123,1,0,1,0,R_2diArsQlryEpP2r,-29.8556,31.044901,EN,50 tokens,Blue,it impotent to read all intruction properly because you  might end up doing wrong think not knowing of it,11.649,44.409,132.655,2,Blue,Blue,100 Tokens,49,it is impotent to read all intructuon to have the mopst accurate answers. if give wrong answers you might have some problems because you mast thufull with them,13.926,136.94901,201.987,8,50,30,80 tokens,40,in case you messed it you have read all intuctions. you have to be truthfull with your answers . you have spend your token wiselly do not spend may tokens ,10.4,39.015999,151.108,3,50,20,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,your siblings,Yes,1,"I have both, brother(s) and sister(s)",6,Yes,Yes,1,1,0,0,0,1,1,1,Black,Male,1,0
66a11012f78739cf187b1ff0,6616a225bd4e1a60a029a656,2024-07-24T14:34:42.184000Z,2024-07-24T16:33:10.524000Z,7,26,0,United States,United States,United States,English,Yes,Full-Time,4,75.90.94.28,247,1,0,1,0,R_7EGdCvBqh3ICorb,29.6654,-95.724503,EN,50 tokens,Blue,"There really is a sense of energy and feeling I cant explain with stocks and poker. I am very instinctual, but I believe this will give me the max opportunity. I would pick the route that gives the most tokens/money",3.1400001,6.29,42.268002,3,Blue,Yellow,50 Tokens,77,"I want my family to grow, so if there is a sibling I will help. This means supporting with fair value deals with the tokens",1.654,10.439,33.257999,5,57,9,80 tokens,20,"I think here you are being a bit greedy, you gotta equally share. I want both sides to contribute fairly",1.957,6.5029998,25.431,3,20,50,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,"Family, bloodline. Having a family that works as one team. This is how families worked up until the 1920's",Yes,1,I have a brother/brothers,10,No,,,0,0,0,1,1,1,0,Other,Male,1,0
66a11a8d9d432ce270181f82,6414ba0fdeee2e0a63d0832e,2024-07-24T15:15:29.615000Z,2024-07-24T16:33:27.621000Z,860,33,0,United States,United States,United States,English,Yes,Full-Time,4,50.248.21.97,570,1,0,1,0,R_61WyvqS1GWiRL1q,25.784599,-80.233002,EN,50 tokens,Blue,Just choose yellow for guarantee tokens regardless of the counterpart decisions. But I guess the objective of this study is to see if people are selfish or not ,9.4189997,9.4189997,60.160999,1,Yellow,Blue,100 Tokens,25,In this scenario contribute at least 30% to maximize returns later on,1.623,27.798,60.973,7,25,75,80 tokens,10,In this case pay as little as you can and take home all the winnings. Reward for doing so is much better for Role A as it distributes than Role B that gets whatever is left,1.1720001,42.567001,88.417,11,5,50,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,not well off,0,1,To be related to someone or to really close to a person or animal,Yes,1,I have a sister/sisters,8,No,,,0,0,0,1,1,0,1,White,Male,1,0
66a1104f748b0dce3c4b2b89,669a68ec5e29092000ff4008,2024-07-24T14:33:42.160000Z,2024-07-24T16:31:53.162000Z,0,25,1,United States,United States,United States,English,Yes,Full-Time,1,98.239.192.167,1251,1,0,1,0,R_5HjWoSDJBNpvrhn,40.369499,-80.634804,EN,50 tokens,Blue,Pick blue to maximize your rewards. Itâ€™s best to trust that the other player will also want to maximize their reward. Anyone with common sense will know that blue is the best choice. ,1.8609999,169.01801,169.92799,6,Blue,Blue,125 Tokens,100,"Put all the tokens into the fund to maximize growth for you and your partner. I trust my partner will want as many tokens as they can get back, and will make the maximum contribution. You should too. ",1.773,27.763,168.50101,10,100,100,80 tokens,100,"Give half of the tokens to your partner if you want to be fair, or just keep them for yourself. I kept them for myself to maximize my reward, but you have to decide how you want to do it. ",2.1389999,123.256,188.226,24,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"A close relationship with another person or group of people, they can be related or not. People in a kinship enjoy each otherâ€™s company and want to make the others happy. Just being related to someone doesnâ€™t ensure a kinship with them, but it can help, itâ€™s a genuine interest in their well-being. ",Yes,1,I have a brother/brothers,0,No,,,0,0,0,1,1,1,1,White,Female,1,0
66a11ac347b5e39614505de8,55b47001fdf99b615b12d66c,2024-07-24T15:16:25.383000Z,2024-07-24T16:33:27.848000Z,4910,65,1,United States,United States,United States,English,Yes,Full-Time,1,208.38.234.224,753,1,0,1,0,R_3GNU8X7Uf7IxVpK,41.551601,-90.501701,EN,50 tokens,Blue,I would try for the best scenario where you both get some tokens.,3.316,3.316,16.829,1,Blue,Yellow,125 Tokens,100,Put everything in the public fund so both people get the best bonus.,3.5769999,27.586,32.412998,3,100,100,80 tokens,50,I tried to split it in half so that we both get an equal bonus from the tokens.,2.9890001,25.603001,29.075001,3,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"Kinship means the feeling of belonging to the people, including family and friends, around you. ",Yes,1,I have a brother/brothers,7,No,,,0,0,0,1,1,1,0,White,Female,1,0
66a11c304fce128ed81e99af,63ff478aec95d54674669329,2024-07-24T15:22:38.005000Z,2024-07-24T16:33:30.223000Z,3583,35,0,United States,United States,United States,English,No,Full-Time,2,68.104.237.193,455,1,0,1,0,R_8QPGltLH60XPUPr,33.626202,-112.0074,EN,50 tokens,Blue,Always go for the most profit. You time is worth the most you can earn. Its a small gamble to make double the money ,2.122,2.122,42.573002,1,Blue,Blue,125 Tokens,50,Seems like the best play here. Should created guaranteed profit for both parties.,4.513,49.491001,56.172001,4,50,50,80 tokens,0,Take the money and run. Always get the max amount of money being paid. ,3.5409999,5.4239998,31.372999,2,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,Having a family that is blood related and close to you. Basically immediate family,Yes,1,I have a brother/brothers,4,No,,,0,0,0,0,1,1,1,White,Male,1,0
645990aae20efcf3e897d27e,5a80bf6e2a842c0001fc9064,2023-05-09T00:15:40.761000Z,2023-05-09T01:51:32.701000,2973,38,0,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking),2,5.54.18.231,786,1,0,1,0,R_2mWReRXEzObG7HH,38.001801,23.880899,EN,50 tokens,Blue,In order for both players to win the most out of their decision choosing blue is the optimal choice. ,22.541,205.696,209.703,4,Blue,Blue,100 Tokens,50,Contributing 50 is the best choice so that both players get the optimal reward.,3.707,69.165001,72.425003,5,50,100,80 tokens,50,Optimal decision is to choose 50 tokens so that both players get equal share.,4.1880002,5.0770001,50.963001,2,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,It means close relationship.,Yes,1,I have a sister/sisters,6,No,,,0,0,0,1,1,1,1,White,Male,1,0
64597f9386ed313b2f44e1a0,5c6d938c79151c00017c7560,2023-05-08T23:02:43.361000Z,2023-05-09T00:31:28.112000,360,29,0,Italy,Italy,Italy,Italian,Yes,Other,3,93.67.212.221,717,1,0,1,0,R_8KjLDN6pPPPOuPj,40.867001,14.2385,EN,50 tokens,Blue,"if we both choose blue we get 100 each, if we both choose yellow we get 50 each. If one chooses yellow and the other one choses blue only the yellow gets 50",7.2399998,42.362,120.509,2,Blue,Blue,125 Tokens,11,"What you share will be incremented byy 50% and equally shared among all people partecipating. If , ideally, everyone partecipates with 100 tokens, everyone will earn 50%, but if you only partecipate your part will be shared among every other player and you will lose your investment",16.872,152.03,199.95599,7,50,100,80 tokens,19,"If you are Role A, you have 100 tokens and decide to gift a part to B. If you are role b you just wait fot role A gift",6.164,48.512001,49.432999,2,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,Blood bond,Yes,1,I have a sister/sisters,8,No,,,0,0,0,1,1,1,1,White,Male,1,0
6459669abcdd1a5f864ac216,5fb6ed2116919c000a99249e,2023-05-08T21:16:26.417000Z,2023-05-08T21:50:43.249000,526,29,0,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,75.76.45.219,781,1,0,1,0,R_7YVwsm5NF8Dqa32,41.501999,-82.009102,EN,50 tokens,Blue,"the best advice I can give is whatever your preference is, choose yellow for a no risk small reward, or pick blue for a small risk high reward.",15.433,110.459,138.487,14,Blue,Blue,100 Tokens,50,first take your time and carefully read everything. Second do what you think is the morally right thing. Third give some good advice to the next person.,15.311,119.053,140.60001,15,50,50,80 tokens,40,"Do the best you can and try not to think too much, regardless of what you choose there is no wrong choice.",7.6139998,14.967,85.917999,3,0,20,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"family, a devotion and duty ",Yes,1,"I have both, brother(s) and sister(s)",1,No,,,0,0,0,0,1,1,1,White,Male,1,0
645994f7578eb4093a81236f,5ffe89ad8c106d53ba6f7082,2023-05-09T00:34:02.778000Z,2023-05-09T01:51:33.901000,104,30,0,South Africa,South Africa,South Africa,English,No,Full-Time,4,41.113.70.138,1088,1,0,1,0,R_22zwGUMm7RiHciX,-26.2309,28.0583,EN,0 tokens,Blue,Such plays needs attention to detail skills and undivided focus.The play needs to be allowed to be entertaining and enjoyable than just about transaction.,9.8859997,110.952,111.701,8,Blue,Yellow,100 Tokens,50,Understanding of the play is needed before the interactions is started.Focus and undivided attention is required so that you can enjoy the play.,12.266,96.694,97.200996,5,50,50,80 tokens,50,"Giving as much as you have gives satisfaction and shoes sense of humour, respect and love.Sharing is important because it shows that you care about other people.",13.348,85.954002,86.5,6,20,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"Kinship refers to the relationship between individuals who are related to each other either by blood (biological relationships) or through marriage/adoption (affinal relationships). It encompasses the various ways in which societies understand and organize family connections, including roles, responsibilities, and obligations that arise from these relationships. Kinship systems vary across cultures and can influence social structures and norms significantly.",Yes,1,I have a sister/sisters,10,No,,,1,0,0,0,1,1,0,Black,Male,1,0
6459988962baa5e834f6e189,61036c39549abd4fa911d139,2023-05-09T00:49:22.104000Z,2023-05-09T01:51:35.740000,2874,42,0,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,77.44.89.40,399,1,0,1,0,R_2EXN4Wi6l6oEkRA,51.446899,.050900001,EN,50 tokens,Blue,"I picked baised on my gut feeling and trustinf myself, i dont lose anything either way as i didnt have anything when i first began. Trust your first thought",1.036,1.036,62.765999,1,Blue,none,100 Tokens,50,I believe the most common answer would b e50 so i went for it and trusted my gut,4.6110001,51.171001,57.320999,14,50,,20 tokens,49,"It is fair as it would be 50/50 as they have no say in it, so i went with 50/50 to keep it fair",5.9640002,18.493999,27.716999,3,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,"it means family to me , blood or not, family or not. Kinship is about the person you see and how they act towards and for you",Yes,1,I have a sister/sisters,9,No,,,0,0,0,0,1,1,0,White,Male,1,0
